track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_popularity,youtube_views,youtube_likes,pandora_streams,pandora_track_stations,soundcloud_streams,shazam_counts,explicit_track,release_year
die,die,lucidbeatz,2023-03-03,QZTLA2301933,"2,991",25.5,28779088.0,61.0,2872410.0,63751.0,12735768.5,7832.0,3224599.0,9429.0,0,2023
Late At Night,Late At Night,Roddy Ricch,2021-06-04,USAT22102236,"2,990",25.5,257661585.0,56.0,23225337.0,276490.0,93599614.0,18917.0,3224599.0,1681335.0,1,2021
Blank Space (Taylor's Version),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306673,"2,992",25.5,177731392.0,67.0,15781241.0,283039.0,8616929.0,4491.0,3224599.0,194854.0,0,2023
Dancing in My Room,Dancing in My Room,347aidan,2020-10-26,USQX92004785,"2,976",25.5,335188091.0,61.0,122687107.0,2529521.0,7989935.0,19258.0,3224599.0,1709213.0,1,2020
Wild Ones (feat. Sia),Good Feeling EP,Flo Rida,2011-01-01,USAT21104103,"2,983",25.5,886640358.0,76.0,692934603.0,2793210.0,530020329.0,605944.0,3224599.0,7133253.0,0,2011
Heartless (feat. Morgan Wallen),Heartless (feat. Morgan Wallen),Diplo,2019-08-16,USSM11905215,"2,977",25.5,548333714.0,77.0,191331224.0,1256178.0,252841658.0,89920.0,12131149.0,952624.0,1,2019
CAKE,KILL MY DOUBT,ITZY,2023-07-31,US5TA2300075,"2,981",25.5,73213687.0,62.0,132379481.0,1601412.0,222663.0,542.0,3224599.0,142388.0,0,2023
I AM WOMAN,I AM WOMAN,Emmy Meli,2021-11-19,USAR12100239,"2,993",25.5,257984057.0,62.0,23407759.0,341367.0,18267210.0,12861.0,3224599.0,1967790.0,1,2021
THUNDER Y LIGHTNING,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,QMFME2364198,"2,988",25.5,96595281.0,67.0,23983245.0,280298.0,2420053.0,347.0,3224599.0,125371.0,1,2023
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Ivory,Omar Apollo,2022-04-08,USWB12200423,"2,986",25.5,331332225.0,71.0,48857418.0,519822.0,1824815.0,4330.0,3224599.0,1380833.0,0,2022
Personal,Talk To Ya - EP,HRVY,2017-11-30,GBUM71705474,"2,987",25.5,314089265.0,58.0,355189118.0,4288854.0,10422977.0,53403.0,3224599.0,1039052.0,0,2017
Lionheart (Fearless),Lionheart (Fearless),Joel Corry,2022-10-21,GBAHS2201155,"2,985",25.5,110545738.0,62.0,23040928.0,130379.0,132408.0,150.0,494533.0,1431373.0,0,2022
Nevermind,Nevermind,Dennis Lloyd,2016-12-05,USHM91642610,"2,980",25.5,968235402.0,72.0,180977641.0,1207787.0,215378255.0,114053.0,3224599.0,9293567.0,0,2016
Needle (feat. Drake),Pink Friday 2,Nicki Minaj,2023-12-08,USUM72318690,"2,982",25.5,70351205.0,67.0,5380786.0,100456.0,2325746.0,791.0,3224599.0,361943.0,1,2023
Dale Don Dale,Dale Don Dale,ElMusto,2024-05-17,TRADS2300163,"2,978",25.5,14289955.0,71.0,10933199.0,73479.0,12735768.5,7832.0,3224599.0,61976.0,0,2024
Slow Hands,Slow Hands,Niall Horan,2017-05-04,USUG11700631,"2,989",25.5,946043494.0,70.0,304206080.0,3528279.0,267765362.0,180778.0,9334619.0,4873266.0,0,2017
I Wrote The Book,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300808,"2,984",25.5,140137839.0,64.0,22406782.0,129416.0,119778007.0,13739.0,1538268.0,157892.0,0,2023
It's Plenty,"Love, Damini",Burna Boy,2022-07-01,USAT22205418,"3,000",25.4,134909945.0,62.0,84020549.0,655144.0,3633343.0,1424.0,3224599.0,2366651.0,1,2022
sneaky,american dream,21 Savage,2024-01-12,USSM12309176,"3,005",25.4,54062895.0,67.0,8912416.0,129552.0,4770909.0,1057.0,3224599.0,101226.0,1,2024
Magnolia,Playboi Carti,Playboi Carti,2017-04-14,USUM71703095,"3,002",25.4,834795353.0,73.0,282798008.0,3373020.0,97823320.0,75679.0,3224599.0,2953341.0,1,2017
Moletom,MOLETOM - Single,Luan Pereira,2023-06-29,BCX5C2300009,"3,004",25.4,139669652.0,39.0,138602281.0,827735.0,12735768.5,7832.0,408206.0,52401.0,0,2023
Now That We Don't Talk (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,USUG12306689,"2,999",25.4,269790122.0,67.0,15244891.0,196230.0,5065425.0,3774.0,3224599.0,194561.0,0,2023
Hot N Cold,NOW 29,Katy Perry,2008-01-01,USCA20802544,"2,998",25.4,886077008.0,69.0,1332106664.0,6819005.0,323997472.0,217322.0,3224599.0,6740918.0,0,2008
Matilda,Harry's House,Harry Styles,2022-05-20,USSM12200615,"3,003",25.4,502585349.0,72.0,50100652.0,768251.0,2630860.0,4181.0,3224599.0,377249.0,0,2022
Beauty And A Beat,Believe,Justin Bieber,2012-01-01,USUM71205367,"3,001",25.4,827079737.0,74.0,1187480897.0,7482380.0,197359592.0,354980.0,3224599.0,5366746.0,0,2012
GIRL LIKE ME,Translation,Black Eyed Peas,2020-06-18,USSM12003821,"2,996",25.4,529297852.0,29.0,791895421.0,5811346.0,12735768.5,7832.0,3224599.0,854584.0,0,2020
Khalasi | Coke Studio Bharat,Khalasi | Coke Studio Bharat,Aditya Gadhvi,2023-07-05,INUM72300746,"2,995",25.4,45526343.0,59.0,159627251.0,2001280.0,792.0,72.0,3224599.0,389827.0,0,2023
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat.IIVY B,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (feat. IIVY B) - Single,bonnadol,2022-07-15,THSOH2206117,"3,006",25.4,9045662.0,39.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,28399.0,0,2022
Chyba ï¿½ï¿½e z T,Chyba ï¿½ï¿½e z T,MODELKI,2024-04-04,PLUM72400116,"3,010",25.4,20661452.0,69.0,30566261.0,214059.0,12735768.5,7832.0,3224599.0,88150.0,0,2024
Never Be the Same,Never Be the Same,Camila Cabello,2017-12-17,USSM11710323,"2,997",25.4,862685616.0,71.0,508394938.0,5627488.0,188914960.0,64768.0,3224599.0,9248151.0,0,2017
If I Can't Have You,Shawn Mendes (Deluxe),Shawn Mendes,2018-05-25,USUM71907349,"3,007",25.4,1015502663.0,67.0,290850550.0,4987421.0,199577088.0,73005.0,330177.0,3403391.0,0,2018
Chica Ideal,Chica Ideal,Sebastian Yatra,2020-10-16,USUM72017740,"3,009",25.4,494889776.0,63.0,369062658.0,2399193.0,2222494.0,1673.0,3224599.0,1193044.0,0,2020
august,folklore,Taylor Swift,2020-07-24,USUG12002842,"3,016",25.3,1101296591.0,79.0,143962401.0,1331866.0,10172679.0,11371.0,3224599.0,909574.0,0,2020
Doomsday,Doomsday,Juice WRLD,2023-06-23,USUG12303674,"3,019",25.3,78001581.0,60.0,148269610.0,1257935.0,8503111.0,1335.0,3224599.0,163078.0,1,2023
Body Moving,Body Moving,Eliza Rose,2023-11-17,GBARL2301617,"3,015",25.3,40047588.0,67.0,2471348.0,25676.0,379697.0,93.0,3224599.0,854584.0,0,2023
FANCY,FANCY YOU,TWICE,2019-04-22,US5TA1900042,"3,012",25.3,475639302.0,67.0,816491835.0,8286772.0,4175243.0,7628.0,3224599.0,462489.0,0,2019
MODERN JAM,UTOPIA,Travis Scott,2023-07-28,USSM12305006,"3,023",25.3,104724143.0,65.0,19688739.0,200663.0,238041.0,663.0,3224599.0,101264.0,1,2023
I'm an Albatraoz,Full Circle: The Live Anthology,AronChupa,2011-11-20,SEYOK1406001,"3,011",25.3,568692309.0,66.0,1631093608.0,13001577.0,66426238.0,94346.0,235101.0,13205767.0,1,2011
Seya,Les derniï¿½ï¿½res volontï¿½ï¿½s de Mozart (S,SativaMusic,2022-12-02,DGA0M2330144,"3,017",25.3,159144858.0,64.0,106347047.0,622153.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
La Familia Dedo de Cuquï¿½,La Familia Dedo de Cuquï¿½ï¿½n - Si,Cleo y Cuquï¿½ï¿½n - Familia Tele,2023-12-10,QZZ8B2348977,"3,022",25.3,3560.0,67.0,119311487.0,439743.0,12735768.5,7832.0,3224599.0,854584.0,0,2023
Maybach (feat. Future),Free Dem Boyz,42 Dugg,2021-05-21,USUG12101418,"3,014",25.3,75717094.0,55.0,216661579.0,1234087.0,82146544.0,17117.0,15809987.0,1103585.0,1,2021
Epidemic,Epidemic,Polo G,2020-09-25,USSM12005752,"3,013",25.3,171728710.0,56.0,121946777.0,1186806.0,14067701.0,6626.0,30172219.0,699585.0,1,2020
BOUNCY (K-HOT CHILLI PEPPERS),THE WORLD EP.2 : OUTLAW,ATEEZ,2023-06-16,KRD442300010,"3,024",25.3,95981326.0,66.0,143134654.0,1478912.0,875138.0,1544.0,3224599.0,220808.0,0,2023
Liquor & Cigarettes (feat. ArrDee),Liquor & Cigarettes (feat. ArrDee),Chase & Status,2023-09-15,GBUM72307879,"3,021",25.3,44316864.0,67.0,10388436.0,105979.0,45325.0,84.0,2847220.0,261966.0,0,2023
pa,pa - Single,TINI,2024-04-01,USHR12347039,"3,020",25.3,29604808.0,72.0,28828792.0,677113.0,35981.0,26.0,3224599.0,144260.0,0,2024
My Type,ICY,Saweetie,2019-03-29,USWB11900833,"3,018",25.3,390907316.0,67.0,302144296.0,3625031.0,163314957.0,129963.0,3224599.0,3344298.0,1,2019
UNA BALA,UNA BALA,Milo j,2023-11-29,UYB282384014,"3,026",25.2,94097213.0,67.0,56612055.0,670867.0,34640.0,98.0,3224599.0,118143.0,0,2023
Ya Pedo Quiï¿½ï¿½n ,Ya Pedo Quiï¿½ï¿½n Sabe - Si,Grupo Frontera,2024-03-07,FR96X2441011,"3,027",25.2,45905973.0,67.0,34714612.0,273830.0,2173096.0,348.0,3224599.0,137018.0,0,2024
"She Don't Know (From ""Blessed"")","She Don't Know (From ""Blessed"")",Millind Gaba,2019-01-09,INS181900027,"3,030",25.2,32433183.0,50.0,691599357.0,5063166.0,12735768.5,7832.0,3224599.0,200459.0,0,2019
Take My Name,Songs from 'For You',Parmalee,2021-07-09,QMRSZ2101303,"3,032",25.2,120964748.0,61.0,13919928.0,116035.0,107276978.0,14900.0,919189.0,854584.0,0,2021
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro: Bzrp Music Sessions, Vol. 56 - Single",Bizarrap,2023-06-21,UYB282301037,"3,025",25.2,170834610.0,65.0,7206357.0,63881.0,437698.0,159.0,3224599.0,290293.0,1,2023
Good Feeling,Good Feeling EP,Flo Rida,2011-01-01,USAT21101961,"3,031",25.2,662305046.0,72.0,722325299.0,3784855.0,621115155.0,393941.0,3224599.0,8744808.0,0,2011
Amor Na Praia,Amor Na Praia,NATTAN,2024-03-07,BKFGT2400043,"3,034",25.2,45545495.0,74.0,40452826.0,252818.0,12735768.5,7832.0,3224599.0,26011.0,0,2024
Cool Kids,Summer Sampler,Echosmith,2013-06-11,USWB11301764,"3,035",25.2,570026061.0,66.0,264363262.0,2861659.0,226065803.0,236037.0,3224599.0,854584.0,0,2013
Too Rolling Stoned - 2024 Remaster,Bridge of Sighs (50th Anniversary Edition),Robin Trower,2024-06-07,UKKP22400242,"3,395",25.2,8820808.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,854584.0,0,2024
GATTI,JACKBOYS,JACKBOYS,2019-12-27,USSM11915307,"3,033",25.2,415532384.0,67.0,182358671.0,2007300.0,17429773.0,9449.0,3224599.0,855833.0,1,2019
El Envidioso,El Envidioso,Los Dos Carnales,2020-04-10,FRX452016963,"3,037",25.2,250593875.0,65.0,565294922.0,2855175.0,97473080.0,26514.0,3224599.0,1067835.0,0,2020
Smells Like Teen Spirit,"Pat O'Brien Pavilion, Del Mar, Ca. December 28, 1991 (Remastered) [Live West Wood One FM Radio Broadcasting]",Nirvana,2015-09-16,ITL771547756,"3,029",25.2,87429.0,67.0,1932243086.0,14288920.0,12735768.5,7832.0,3224599.0,854584.0,0,2015
AUTOMï¿½ï¿½,AUTOMï¿½ï¿½,Maria Becerra,2022-09-08,USAT22213513,"3,036",25.2,204236514.0,58.0,179427174.0,968498.0,784095.0,174.0,16502.0,386958.0,0,2022
Sability,Sability / Rush / Bloody Samaritan (with Kelly Rowland),Ayra Starr,2023-02-09,NGA3B2316001,"3,028",25.2,44122161.0,57.0,54277243.0,469883.0,816650.0,222.0,3224599.0,1366850.0,0,2023
Naach Meri Rani,"Naach Meri Rani(Feat. Guru Randhawa,Nora Fatehi)",Guru Randhawa,2020-10-20,INS182006593,"3,056",25.1,77941531.0,55.0,737123050.0,6472849.0,12735768.5,7832.0,3224599.0,95016.0,0,2020
Praise The Lord (Da Shine) (feat. Skepta) - Durdenhauer Edit,Praise The Lord (Da Shine) (feat. Skepta) [Durdenhauer Edit],Durdenhauer,2022-11-18,USRC12204018,"3,039",25.1,99316941.0,65.0,5711976.0,91362.0,3120.0,7832.0,2886999.0,604632.0,1,2022
Antidote,Antidote,Travis Scott,2015-07-28,USSM11505661,"3,053",25.1,693552475.0,68.0,484191598.0,3735154.0,260556165.0,144489.0,5339568.0,3758685.0,1,2015
ýýýýýýýýý,ýýýýýýýýý,tuki.,2023-09-29,JPW462364925,"3,050",25.1,69340146.0,71.0,102713271.0,935435.0,12735768.5,7832.0,3224599.0,206249.0,0,2023
World Cup,World Cup,IShowSpeed,2022-11-04,USWB12207021,"3,052",25.1,75577819.0,55.0,143710823.0,3896344.0,582712.0,20261.0,2272774.0,234259.0,0,2022
Summer Too Hot,Summer Too Hot,Chris Brown,2023-06-23,USRC12301497,"3,047",25.1,41255598.0,51.0,24244922.0,367061.0,16529034.0,3542.0,351529.0,485039.0,1,2023
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat. TNDTLE,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý Feat. TNDTLE,NOAH,2023-03-15,THSOH2301669,"3,046",25.1,2490145.0,36.0,4438330.0,15474.0,12735768.5,7832.0,3224599.0,6696.0,0,2023
Aria,Aria - Single,Argy,2023-09-22,DEEC31810498,"3,043",25.1,40556347.0,67.0,2783520.0,55619.0,10155.0,58.0,3224599.0,1835940.0,0,2023
Lua,Lua (Boiadeira Internacional EP.4),Ana Castela,2024-02-16,BKA7Y2400021,"3,042",25.1,69417527.0,66.0,43402536.0,358688.0,328.0,3.0,3224599.0,40706.0,0,2024
Tu Falta De Querer,Mon Laferte (Vol. 1),Mon Laferte,2015-08-21,MXUM71502002,"3,055",25.1,522954525.0,73.0,1362091486.0,5868422.0,12574320.0,15405.0,3224599.0,1704760.0,0,2015
Christmas Love,Christmas Love - Single,Jimin,2020-12-24,QMFMF2040663,"3,044",25.1,32018123.0,57.0,50238131.0,2961509.0,12735768.5,7832.0,70051514.0,109094.0,0,2020
Never Lose Me (feat. Lil Yachty),Never Lose Me (feat. Lil Yachty),Flo Milli,2023-12-01,USRC12303382,"3,057",25.1,45943524.0,67.0,42010424.0,494545.0,3543329.0,3321.0,3224599.0,143251.0,1,2023
Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,USRN11900133,"3,040",25.1,409441742.0,63.0,147151901.0,1275444.0,206703399.0,32399.0,3224599.0,1905530.0,0,2020
all-american bitch,GUTS,Olivia Rodrigo,2023-09-08,USUG12304093,"3,041",25.1,231346336.0,67.0,33144121.0,752778.0,1914188.0,3992.0,3224599.0,244627.0,1,2023
"Soweto (with Don Toliver, Rema & Tempoe)",Soweto,Victony,2023-03-21,QZWA32200112,"3,048",25.1,127806442.0,69.0,148269610.0,1257935.0,618627.0,419.0,3224599.0,979995.0,1,2023
Drankin N Smokin,Pluto x Baby Pluto,Future,2020-11-13,USAT22007323,"3,058",25.1,300694036.0,65.0,118481138.0,809622.0,43484380.0,17373.0,3224599.0,986081.0,1,2020
Count Me Out,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,USUM72208980,"3,049",25.1,201021118.0,72.0,88574109.0,1615761.0,8547683.0,3071.0,3224599.0,576996.0,1,2022
"MHD: Bzrp Music Sessions, Vol. 44","MHD: Bzrp Music Sessions, Vol. 44",Bizarrap,2021-09-15,UYB282101020,"3,045",25.1,27327435.0,41.0,2169188.0,16383.0,12735768.5,7832.0,3224599.0,61294.0,1,2021
Exclusive.mp3,.mp3,Emilia,2023-11-03,USSD12300585,"3,054",25.1,107659341.0,71.0,60343754.0,259680.0,18558.0,7832.0,3224599.0,93542.0,0,2023
Pointless,Pointless,Lewis Capaldi,2022-12-02,DEUM72203211,"3,051",25.1,146341441.0,63.0,21962893.0,244265.0,4386225.0,545.0,3224599.0,1124452.0,0,2022
Say My Name (feat. Bebe Rexha & J Balvin) - Corey James Remix,Say My Name (Remixes),Bebe Rexha,2018-11-30,GB28K1800284,"3,074",25.0,2447043.0,18.0,1160920513.0,6813408.0,24152.0,7832.0,3224599.0,22752.0,0,2018
Old Love,Old Love - Single,yuji,2022-08-19,SE6XW2261728,"3,059",25.0,262082601.0,67.0,178440164.0,1191857.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
Rover (feat. DTG),Rover (feat. DTG),S1mba,2019-11-15,GBCUW1900128,"3,075",25.0,384524938.0,63.0,123438646.0,1195085.0,297805.0,1896.0,16517297.0,2243715.0,1,2019
Me Enterï¿,Me Enterï¿,Tiago PZK,2023-05-18,USWL12300718,"3,077",25.0,144493101.0,65.0,109364201.0,460758.0,47014.0,23.0,2887.0,96820.0,0,2023
La Tï¿½ï¿½,La Tï¿½ï¿½,Farruko,2020-07-24,USSD12000175,"3,061",25.0,476699016.0,56.0,371106551.0,2197396.0,34431411.0,10800.0,3224599.0,1386076.0,0,2020
fast,Fast,Sueco,2019-05-10,USAT21903003,"3,072",25.0,184246401.0,53.0,26642994.0,675965.0,26754440.0,28574.0,26176848.0,1449210.0,1,2019
"Saari Duniya Jalaa Denge (From ""Animal"")",ANIMAL,Jaani,2023-11-24,INS182303379,"3,073",25.0,107595657.0,67.0,78226331.0,1081336.0,12735768.5,7832.0,3224599.0,160246.0,0,2023
Truth Hurts,Good As Hell,Lizzo,2016-03-09,USAT21703896,"3,070",25.0,990118320.0,65.0,111217546.0,1477414.0,237059684.0,490165.0,3224599.0,7067468.0,1,2016
Calor,Calor - Single,Nicky Jam,2023-08-31,USSD12300382,"3,076",25.0,53809529.0,67.0,44666270.0,223727.0,4152152.0,498.0,3224599.0,383873.0,0,2023
Ya No Estoy Dolido,Ya No Estoy Dolido,Adrian L Santos,2024-01-08,QZ9QQ2400016,"3,060",25.0,84049041.0,67.0,62697238.0,284847.0,249702.0,243.0,3224599.0,854584.0,0,2024
Aguacero,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214886,"3,068",25.0,342075557.0,68.0,128273450.0,963861.0,7618357.0,1397.0,3224599.0,415047.0,0,2022
Quiere Beber,Real Hasta la Muerte,Anuel AA,2018-07-17,QM6MZ1820540,"3,065",25.0,432365949.0,66.0,754077455.0,3984464.0,154181434.0,26019.0,3224599.0,1717726.0,0,2018
My Ordinary Life,My Ordinary Life,The Living Tombstone,2017-11-23,QZANL1777908,"3,066",25.0,516198914.0,68.0,524696228.0,8076809.0,8759828.0,26617.0,3224599.0,5252776.0,0,2017
Won't Forget You - Edit,Won't Forget You,Shouse,2022-02-04,USA2P2201279,"3,067",25.0,142809304.0,64.0,47750136.0,294089.0,84144.0,210.0,3224599.0,3693664.0,0,2022
Enough,Enough,charlieonnafriday,2022-08-05,USUG12205553,"3,062",25.0,127772228.0,64.0,45629160.0,599488.0,50463891.0,13246.0,3224599.0,1276761.0,0,2022
Get Involved (feat. Q-Tip) [Mixed],Joe Kay: welcome to the aprtment (DJ Mix),Raphael Saadiq,2024-06-07,US23A8387456,"3,069",25.0,239850720.0,67.0,148269610.0,1257935.0,12735768.5,7832.0,3224599.0,310645.0,0,2024
Elastic Heart,Full Circle: The Live Anthology,Sia,2011-11-20,USRC11400976,"3,064",25.0,924784325.0,70.0,1537848233.0,7268122.0,221150587.0,152617.0,831706.0,3499919.0,0,2011
Freaky Deaky,Freaky Deaky - Single,Tyga,2022-02-25,USUYG1414608,"3,071",25.0,175043767.0,59.0,115406648.0,1162510.0,36402026.0,8234.0,3224599.0,1235764.0,1,2022
IMAN (Two Of Us),IMAN (Two Of Us),Maria Becerra,2024-05-16,USWL12401428,"3,063",25.0,13528794.0,72.0,9458897.0,170412.0,17189.0,4.0,3224599.0,15244.0,0,2024
Straight and Narrow,Straight and Narrow,Sam Barber,2023-04-12,USAT22304032,"3,078",25.0,174154846.0,14.0,152441.0,3007.0,15082241.0,7077.0,5038915.0,290003.0,0,2023
Bhai Tera Gunda,Bhai Tera Gunda - Single,Aman Jaji,2023-02-17,FR59R2351699,"3,079",24.9,19938326.0,51.0,277255089.0,1866540.0,12735768.5,7832.0,3224599.0,26019.0,0,2023
Chasing That Feeling,The Name Chapter: FREEFALL,TOMORROW X TOGETHER,2023-10-13,USA2P2342340,"3,089",24.9,76642740.0,67.0,100549018.0,1160121.0,410616.0,131.0,3224599.0,142567.0,0,2023
SUBMARINER,SUBMARINER - Single,AKDO,2024-03-29,FRX202467703,"3,090",24.9,49161062.0,74.0,20068962.0,94182.0,12735768.5,7832.0,3224599.0,140104.0,0,2024
Coï¿½ï¿½o (feat. Jhorrmountain x A,Coï¿½,Puri,2017-01-01,NLZ541800787,"3,091",24.9,22218209.0,32.0,21093595.0,188510.0,2676893.0,3380.0,3224599.0,223332.0,0,2017
To. X,To. X - The 5th Mini Album,TAEYEON,2023-11-27,KRA302300481,"3,086",24.9,43428134.0,74.0,80614524.0,579330.0,33029.0,11.0,3224599.0,168055.0,0,2023
ýýýýýýýýýýýýýý,ýýýýýýýýýýýýýý - Single,Wallem,2024-03-12,RUAGV2401381,"3,081",24.9,3636983.0,67.0,39164465.0,229600.0,12735768.5,7832.0,3224599.0,600644.0,0,2024
2 Phones,2 Phones,Kevin Gates,2015-11-06,USAT21503158,"3,083",24.9,384977271.0,61.0,54470349.0,646820.0,344533623.0,282610.0,77602717.0,1751139.0,1,2015
Love Lost,"I Love Life, Thank You",Mac Miller,2022-07-22,USA2P2212493,"3,092",24.9,240912994.0,70.0,12082132.0,177490.0,1110702.0,2256.0,1818689.0,587487.0,1,2022
Melhor Sï¿,Melhor Sï¿,KayBlack,2023-03-30,BRWMB2300643,"3,085",24.9,178044172.0,66.0,104014904.0,542875.0,12735768.5,7832.0,3224599.0,130950.0,0,2023
It's Getting Hot,Cottonwood 2: Deluxe 2.0,NLE Choppa,2023-04-14,USWB12303948,"3,082",24.9,88138772.0,60.0,11033927.0,210406.0,3120291.0,6728.0,3224599.0,346539.0,1,2023
On Chill (feat. Jeremih),On Chill (feat. Jeremih),Wale,2019-07-12,USWB11901623,"3,087",24.9,153042459.0,56.0,254751675.0,1876800.0,323214240.0,99598.0,3224599.0,2715411.0,1,2019
Tourniquet,Zach Bryan,Zach Bryan,2023-08-25,USWB12304904,"3,084",24.9,159880836.0,74.0,4864924.0,23934.0,14614123.0,5082.0,1745565.0,100217.0,1,2023
Strike (Holster),Strike (Holster),Lil Yachty,2023-04-07,USUG12300025,"3,093",24.9,86574948.0,61.0,39472824.0,473206.0,559268.0,1904.0,3224599.0,650351.0,1,2023
Bad Boy (with Young Thug),Bad Boy (with Young Thug),Juice WRLD,2021-01-15,USUG12002097,"3,088",24.9,235609054.0,61.0,16271248.0,258435.0,11943439.0,10229.0,32008211.0,306159.0,1,2021
Collide (feat. Tyga),Collide (feat. Tyga) - Single,Justine Skye,2014-08-25,USAT21403439,"3,080",24.9,394458820.0,67.0,98862086.0,1030038.0,12735768.5,7832.0,3224599.0,2217979.0,1,2014
Magic Johnson,Valedictorian [Deluxe],ian,2024-05-31,USQX92402650,"3,110",24.8,3884887.0,67.0,913.0,25.0,12947.0,21.0,527385.0,854584.0,1,2024
Love seeker,Love seeker,JO1,2024-05-11,JPN002400121,"3,111",24.8,5148212.0,62.0,17414927.0,85018.0,492.0,7832.0,3224599.0,26334.0,0,2024
Wine Into Whiskey,Wine Into Whiskey,Tucker Wetmore,2024-02-23,QM24S2400488,"3,107",24.8,41953270.0,27.0,7636074.0,62806.0,17722750.0,4271.0,3224599.0,196047.0,0,2024
Masterplan,Masterplan,BE:FIRST,2024-04-24,JPB602401000,"3,101",24.8,13407929.0,69.0,26313692.0,118371.0,12735768.5,7832.0,3224599.0,41153.0,0,2024
Rungkad,Rungkad,Happy Asmara,2022-10-20,SGB502268229,"3,094",24.8,43407503.0,22.0,100299695.0,476630.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
La Difï¿½ï¿,YHLQMDLG,Bad Bunny,2020-02-29,QM4TX2030889,"3,112",24.8,718032755.0,68.0,304269630.0,2445183.0,57602908.0,15742.0,3224599.0,718684.0,1,2020
TE MUDASTE,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,2020-11-27,QMFME2066837,"3,099",24.8,717202437.0,71.0,213527195.0,1587764.0,37604869.0,5455.0,3224599.0,556069.0,1,2020
Right On,Right On,Lil Baby,2022-04-08,USUG12200031,"3,106",24.8,121466936.0,58.0,124159378.0,927806.0,37852525.0,12734.0,3224599.0,538503.0,1,2022
Miss You - Remix,Miss You (Remix),Oliver Tree,2022-11-11,USAT22220799,"3,096",24.8,19182347.0,50.0,280395336.0,3005798.0,12735768.5,7832.0,3224599.0,32541.0,1,2022
Blame,So Fresh ï¿½ï¿½ï¿½ The Hits Of Summer 2015 + Best O,Calvin Harris,2014-01-01,GBARL1400567,"3,103",24.8,934248345.0,73.0,875518093.0,3588736.0,244084589.0,73774.0,298284.0,10476296.0,0,2014
Low (feat. T-Pain),Low,Flo Rida,2007-11-06,USAT20705841,"3,104",24.8,1057114779.0,76.0,519089248.0,3897751.0,633166359.0,695302.0,3224599.0,413544.0,0,2007
ýýýý(ýý)ýý,What We Talk About: Nï¿½,Nï¿½,2022-12-13,CHF432200041,"3,109",24.8,2375.0,2.0,341933075.0,2997158.0,12735768.5,7832.0,3224599.0,854584.0,0,2022
La Mamï¿½ï¿½ de la M,La Mamï¿½ï¿½ de la Mamï¿½ï¿½ (feat. Chael Produciendo) ,El Alfa,2021-04-08,USCGJ2190595,"3,114",24.8,235729934.0,67.0,50135254.0,444622.0,24518275.0,26630.0,3224599.0,2462313.0,1,2021
Me Too,Me Too,Meghan Trainor,2016-05-05,USSM11601177,"3,105",24.8,486842946.0,67.0,93314560.0,723960.0,231880238.0,187575.0,3224599.0,7376713.0,0,2016
Bï¿½ï¿½ï¿½t Tï¿½ï¿½nh,Turn On Love - Single,Tï¿½ï¿½ng Duy ,2023-02-14,QZWBE2305157,"3,095",24.8,15832405.0,51.0,68240319.0,287155.0,12735768.5,7832.0,3224599.0,38813.0,0,2023
DONDE SE APRENDE A QUERER?,ESTRELLA,Mora,2023-08-28,QMDA62341721,"3,098",24.8,170061927.0,67.0,16584925.0,164836.0,176087.0,7832.0,3224599.0,363905.0,0,2023
